state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,source_folder
FL,Miami News,108052,1988,FL,AMENDMENT,4,BOND FOR ACQUISITION OF PROPERTY FOR STATE ROADS,0,,0.7,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,5,PROPERTY TAX EXEMPTION FOR VETERANS,1,,0.8,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,6,REQUIRE LOCAL BUDGET PROCESS COMPLIANCE,1,,0.75,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,7,STATE CONSTITUTIONAL AMENDMENT NO. 7,1,,0.7,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,8,CIVIL TRAFFIC HEARING OFFICERS,0,,0.8,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,9,STATE CONSTITUTIONAL AMENDMENT NO. 9,0,,0.65,Miami News
FL,Miami News,108052,1988,FL,BALLOT MEASURE,,ENGLISH AS OFFICIAL LANGUAGE OF FLORIDA (ADVISORY),0,ADVISORY QUESTION,0.85,Miami News
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,1,Eliminate present allocation of motor vehicle license tax fees to Highway Department; would correct practice of operating state without an appropriation bill.,1,Vote 'Yes',0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,1,"Eliminate present allocation of motor vehicle license tax fees to the Highway Department, while continuing allocation of motor fuel tax revenue. Would correct practice of operating state without an appropriation bill.",1,Constitution reaffirms its endorsement,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,10,Add commissioner of agriculture to the Board of Regents - threat to higher education in Georgia.,0,"Let Georgians Reject Amendment No. 10 because of threat to University System. Endorsed by Robert Arnold (Regents Chairman), Charles Gowen, Phil Campbell (Commissioner of Agriculture)",0.97,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,10,Add commissioner of agriculture to the University System of Georgia Board of Regents.,0,Vote 'No' - we fear would pack the State Board of Education,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,10,Add the commissioner of agriculture as ex-officio member of the Board of Regents of the University System—the only elected official on the board. Special interest amendment that would risk political interference within the University System.,0,Recommends 'No' vote - unwise and dangerous,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,10,Add the commissioner of agriculture to the Board of Regents of the University System.,0,Constitution agrees with Arnold and Gowen - vote 'No' to protect higher education from encroachment of politicians,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,11,Provide that no county would award contracts to use county tax money for school lunch purposes.,1,Vote 'Yes',0.70,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,12,Eliminate levy of one dollar maximum on the price of every marriage license in the state for establishment of a Confederate Retirement Bureau; preserve these officers as required.,1,Vote 'Yes',0.75,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,12,Provides for scholarship loans to medical students to be repaid by services at Milledgeville State Hospital.,1,Recommends 'Yes' vote,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,13,"Provides for loans to medical students to be repaid by service in communities of under 5,000.",1,Vote 'Yes',0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,14,Provide for granting of scholarships to physicians and other personnel for specialized training in the field of mental health.,1,Recommends 'Yes' vote,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,15,"Authorize establishment of area schools, including vocational trade schools.",1,Recommends 'Yes' vote,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,15,"Establishment of area schools, including vocational trade schools.",1,Vote 'Yes',0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,16,Proposal would permit creation to purchase liability insurance to cover damages suffered by county-owned vehicles.,1,Vote 'Yes',0.75,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,17,Authorizing creation of a Brunswick Ports Authority; this amendment would facilitate additional port financing there.,1,Vote 'Yes',0.80,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,18,"Authorize state militia/National Guard amendment regarding control of National Guard, would enable the state to assume disciplinary responsibilities.",1,Vote 'Yes',0.70,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,19,"Would create an Athens-Clarke County Public Facilities Authority to enable Athens and Clarke County to finance revenue producing projects of a wide variety, including stadiums, ballfields, recreation of public bodies for athletic and civic forum. Amendment is primarily local in application.",1,Vote 'Yes',0.80,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,2,"Permit state to underwrite authority debts, assuming legal obligation which would save interest costs.",1,Constitution reaffirms its endorsement,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,2,Permit state to underwrite authority debts.,1,Vote 'Yes',0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,3,Add five state-at-large members to State Board of Education appointed by governor.,0,Vote 'No',0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,3,"Add five state-at-large members to the State Board of Education, to be appointed by the governor and excluding anyone professionally connected with education.",0,Recommends 'No' vote - unwise and dangerous,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,3,State Board of Education amendment.,0,Vote 'No' - we fear would pack the State Board of Education,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,4,Authorize General Assembly to provide by law for granting of state funds to municipalities.,1,Recommends 'Yes' vote,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,4,Authorize General Assembly to provide grants of state funds to municipalities.,1,Vote 'Yes',0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,45,Local Fulton County amendment - DeKalb amendment regarding industrial development.,1,"Among local amendments, we endorse Number 45 in Fulton County",0.70,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,46,"Local DeKalb County amendment - would bring small industries a dollar a year for instance, on the owner of a $10,000 home in order to finance a drive for industry.",1,"Endorse Number 46 in DeKalb. The drive for industry is successful, the future tax burden on residents will be shared by the industries gained",0.75,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,5,Increase tax limitation from 15 to 20 mills which counties may levy for schools.,1,Vote 'Yes',0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,5,Lift present tax limitation of 15 mills to 20 mills which counties may levy for schools.,1,Recommends 'Yes' vote,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,50,Provides for assumption of certain Fulton County School District obligations by the City of Atlanta in the event of future extensions of its corporate limits (annexations).,1,Fulton County voters should vote 'Yes',0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,6,Authorize General Assembly to enable Legislature to levy taxes to make loans to industrial development agencies throughout the state.,1,Vote 'Yes',0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,7,Enable Legislature to levy taxes to make loans to industrial development agencies throughout the state.,1,Recommends 'Yes' vote,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,7,Enable Legislature to provide for promotion and marketing of agricultural products.,1,Vote 'Yes',0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,8,Permit state to withhold payment for taking or damaging private property for road and street purposes until the case is finally settled.,1,Vote 'Yes',0.80,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,8,Permit the Legislature to provide for promotion and marketing of agricultural products.,1,Recommends 'Yes' vote,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1960,GA,AMENDMENT,ALL OTHER LOCAL,"All other amendments are local, to be voted on by counties involved (Fulton/DeKalb counties). No. 46 would permit Athens to assume actual bond responsibilities for public industrial development purposes.",1,Default to a 'Yes' vote on local industrial development - both deserve approval,0.60,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,1,'Freedom from compulsory association' measure assures state support of public schools.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,1,Statewide constitutional amendment 1,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,10,Restrict the Georgia voter's choice by curtailing write-in campaigns. Write-in candidates would not be declared elected unless they or their supporters had given formal notice at least 10 days before the election that a write-in campaign was being waged.,0,Vote against - regrettable attempt to restrict voter's right to write in any name,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,10,Restrict write-in candidacies (state amendment).,0,Should be rejected,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,10,Would interfere with freedom of choice in voting in write-in privilege.,0,Should be disapproved,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,11,Increases reward for bringing in first oil or gas well in the state.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,11,Statewide constitutional amendment 11,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,12,"Help finance urban renewal through the issuance of revenue bonds. Tax receipts from redeveloped land would pay off the bonds. But if receipts ran short, full faith and credit of city or county could be pledged toward paying off the bonds without referendum.",0,Vote against - has good objectives but potentially dangerous provisions,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,12,Issuance of revenue bonds for urban renewal (state amendment).,0,Should be rejected,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,12,Provides for issuance of revenue bonds for urban renewal. Intent is good but present form is full of potential loopholes as to be dangerous.,0,Should be disapproved,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,13,Authorizes state to make funds available for school lunch program.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,13,Permit use of state funds to help support school lunchrooms. Currently school lunchrooms operate on federal and local funds; only state funds used are those required to administer distribution of federal funds.,1,Amendment 13 would boost lunch program. Deserves strong backing,0.97,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,13,Statewide constitutional amendment 13,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,14,Permits counties to conduct slum clearance and redevelopment.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,14,Statewide constitutional amendment 14,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,15,Makes rules for overriding governor's veto.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,15,Statewide constitutional amendment 15,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,1A,Provides for election of senators on a county-wide basis.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,1A,Statewide constitutional amendment 1A,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,2,"Authorize General Assembly to provide for granting of funds to counties in which state owns more than 20,000 acres of land from which affected counties receive no taxes. Healthy step toward fair solution.",1,Urge passage. Let's flash green light,0.97,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,2,"Authorizes Legislature to compensate counties for tax losses in counties in which state owns 20,000 or more acres of land.",1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,2,Statewide constitutional amendment 2,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,3,Requires biennial appropriations bill.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,3,Statewide constitutional amendment 3,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,4,Reorganization of Commerce department.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,4,Reorganize the state Commerce department by creating a new agency to be called the Department of Industry and Trade. Run by a 20-man board (two members from each congressional district) and a director appointed by the board.,1,No. 4 would help quest for industry. Vote for Amendment 4 will be a step toward healthy industrial growth,0.97,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,4,Statewide constitutional amendment 4,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,5,"Make $5 of the daily earnings of law enforcement officers a subsistence allowance, thus not subject to income taxes.",0,"Vote against - opens floodgates for similar demands by other groups, could wreck tax laws",0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,5,Tax break for peace officers (state amendment).,0,Should be rejected for reasons stated previously,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,5,Would provide an unjustified tax break for peace officers.,0,Should be disapproved,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,6,Provides for split sessions of General Assembly in budget-making years.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,6,Statewide constitutional amendment 6,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,67,Fulton County amendment - would raise the ceiling on Atlanta's water and sanitary revenue certificates to 40 per cent of such fees for the previous year. Present ceiling is 30 per cent.,1,Change is in order and should be approved,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,67,Local Fulton County amendment - applies locally to Fulton County,1,Support No. 67,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,67,Local Fulton County amendment - would raise the ceiling on Atlanta's water and sanitary revenue certificates to 40 per cent of such fees for the previous year.,1,Deserves passage - applies only to Fulton County,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,67,"Local amendment relating to Fulton County, No. 67.",1,Urge approval of the one local amendment relating to Fulton County,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,7,Allow any county or municipality to borrow necessary funds to pay cost of property valuation and equalization programs for ad valorem purposes. Strong safeguard against abuse - no county shall be empowered to create debt under provisions until program is approved by state revenue commissioner.,1,Urge passage. Will advance progress in fair tax distribution,0.97,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,7,Authorizes counties to borrow money for tax revaluation.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,7,Statewide constitutional amendment 7,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,8,Permits medical students receiving loans or scholarships to repay same through service under State Board of Corrections.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,8,Statewide constitutional amendment 8,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,9,Authorizes use of public funds for rapid transit development.,1,Recommend Yes vote,0.95,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,9,Statewide constitutional amendment 9,1,Vote approval,0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,ALL OTHERS,"Of the 15 constitutional amendments to be voted on throughout the state, support all but three (5, 10, 12). Support amendments pertaining to rapid transit, budget reform, Commerce department reorganization, tax revaluation, and school lunch financing.",1,"Support 12 of 15 amendments, including those for rapid transit, budget reform, Commerce dept reorganization, tax revaluation, school lunch financing",0.85,Atlanta Constitution
GA,Atlanta Constitution,109051,1962,GA,AMENDMENT,ALL OTHERS,"Strongly recommend adoption of all 16 statewide constitutional amendments except three (Numbers 5, 10, and 12).",1,All other statewide amendments strike us as being good and necessary,0.90,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,AMENDMENT,16,"Rapid transit amendment - authorizes creation of a transit authority for Atlanta metropolitan area. Requires majority of votes in each of five metropolitan area counties: Gwinnett, Clayton, Cobb, DeKalb and Fulton. Not a tax increase; financing would be worked out later requiring approval of public's duly elected legislators and local officials.",1,Why Amendment 16 needs your vote. Vital to economic progress of the whole area. Would be eligible for considerable federal assistance,0.98,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Amendment No. 16 - rapid transit (five-county metropolitan Atlanta area),,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Amendment No. 16 - rapid transit (metro Atlanta four counties),,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 1 - reorganization of the State Highway Department,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 10 - authorize credit for service at Milledgeville State Hospital for repayment of medical student loans,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 10 - provide credit for service at Milledgeville State Hospital for repayment of medical student loans,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 11 - allow Legislature to authorize counties to levy business license fees and taxes on firms outside municipalities,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 12 - extend homestead exemptions for disabled veterans,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 13 - grant tax exemption to tenants and lessees of the Vidalia Development Authority,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 14 - eliminate personal property taxes on household goods and other personal property not held for sale in Muscogee County alone,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 2 - authorize setting up an authority to administer all scholarship programs,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 2 - authorizing a State Scholarship Commission,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 2 - permit setting up a State Scholarship Commission,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 3 - make it easier for counties to consolidate,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 3 - making it easier for counties to consolidate,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 4 - state-backed student loan program for college students,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 4 - student loans for higher education,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 5 - authorizing loans for dental students,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 5 - provide loans for dental students,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 6 - insure continuity of government in case of disaster,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 7 - authorize workmen's compensation for school employees,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 7 - authorize workmen's compensation for school workers,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 8 - authorize collection of taxes on motor vehicles at time of issuance of license tags,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,Constitutional Amendment No. 8 - permit collection of taxes on motor vehicles at time of issuance of license tags,,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,"Constitutional Amendment No. 9 - authorize increased homestead exemptions for persons 65 or older and to disabled veterans and others permanently disabled, within income limitations",,,,Atlanta Constitution
GA,Atlanta Constitution,109051,1964,GA,,,"Constitutional Amendment No. 9 - permit increased homestead exemptions for persons 65 or older and others permanently disabled, within income limitations",,,,Atlanta Constitution
